seq_page_links;link_to_voting_record;law_id;record_id
http://parlament.ba/olaw/OLawDetails?lawId=60881;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200599&data=3DDAED6F54B21F730E264D37875638B7&lang=bs;60881;200599
http://parlament.ba/olaw/OLawDetails?lawId=60881;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200600&data=4CC48A7C96B0D3BB0062CD8CC2AE1C2B&lang=bs;60881;200600
http://parlament.ba/olaw/OLawDetails?lawId=60835;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198547&data=8DFA78AED83666DC45B48A3777814779&lang=bs;60835;198547
http://parlament.ba/olaw/OLawDetails?lawId=60835;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200601&data=20F27E67E50DB5E0B92778A9B2015F51&lang=bs;60835;200601
http://parlament.ba/olaw/OLawDetails?lawId=60835;http://parlament.ba/oLaw/GetOwisDocument/?documentId=204398&data=7F1F61456E2F04B2B94F6C77C3ACC3F5&lang=bs;60835;204398
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=206281&data=D8ACD5C5FD2DD99FEA4859265FF348E2&lang=bs;60703;206281
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=206282&data=665EA034C035DC366E38CA14566E8125&lang=bs;60703;206282
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=206283&data=90FF936CD8314FA086BD82497FDAE481&lang=bs;60703;206283
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=217956&data=53B18F2D42554923EA0A7B6555B890DA&lang=bs;60703;217956
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194814&data=4359A6022BAE791F0EE49F6BABBE6061&lang=bs;60703;194814
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194815&data=2561F540B373F6C9A77DAC266EA7836E&lang=bs;60703;194815
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=196257&data=6CC679441484B4ABE6D5CC960D3B074E&lang=bs;60703;196257
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=196259&data=4FFE9EB52434BE3049DBDF75D58ACCF1&lang=bs;60703;196259
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198527&data=500079382DBEA6849D9E1D7B3EE6ACF2&lang=bs;60703;198527
http://parlament.ba/olaw/OLawDetails?lawId=60703;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198529&data=12669BF4D308AFAE0AAFD88B2B827AF8&lang=bs;60703;198529
http://parlament.ba/olaw/OLawDetails?lawId=60675;http://parlament.ba/oLaw/GetOwisDocument/?documentId=196264&data=78153935BEE08E701D1EDC764ABA0814&lang=bs;60675;196264
http://parlament.ba/olaw/OLawDetails?lawId=60675;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198536&data=1B6B8CF5172E9944E1EA059C9EDC3FC7&lang=bs;60675;198536
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198482&data=C9A821B47CD5A1F209705350AABE7850&lang=bs;60646;198482
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200615&data=A7FFE199FBA575B4C239E46DD8DE402A&lang=bs;60646;200615
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200616&data=A1ADE512615805FE5EA6EF884A2C6D99&lang=bs;60646;200616
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=202303&data=4911EA7756C1465CA3E0A18417B33E34&lang=bs;60646;202303
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194806&data=347535C0043B69DE5160FF3E87FCE8A8&lang=bs;60646;194806
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194825&data=E0DDC8C61E0F3B76A7354BA900200AD9&lang=bs;60646;194825
http://parlament.ba/olaw/OLawDetails?lawId=60646;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194826&data=690B1C1A0041685166257C2A8316DF38&lang=bs;60646;194826
http://parlament.ba/olaw/OLawDetails?lawId=60513;http://parlament.ba/oLaw/GetOwisDocument/?documentId=196262&data=2E7D1A7EA48855A4B986A33B540E43CD&lang=bs;60513;196262
http://parlament.ba/olaw/OLawDetails?lawId=60513;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198530&data=46026DC1A5AE22EB288D116DDF871AD8&lang=bs;60513;198530
http://parlament.ba/olaw/OLawDetails?lawId=60484;http://parlament.ba/oLaw/GetOwisDocument/?documentId=193116&data=6DD2C28C38B66C04CB71D4A90B6DF5E9&lang=bs;60484;193116
http://parlament.ba/olaw/OLawDetails?lawId=60484;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194831&data=E3104959B2C37A66DA6058A90A4B7984&lang=bs;60484;194831
http://parlament.ba/olaw/OLawDetails?lawId=60484;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194832&data=987296359CAA709A29C897B517A2206F&lang=bs;60484;194832
http://parlament.ba/olaw/OLawDetails?lawId=60484;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194833&data=84B5D7636685B6735109189DB81C6BC7&lang=bs;60484;194833
http://parlament.ba/olaw/OLawDetails?lawId=60468;http://parlament.ba/oLaw/GetOwisDocument/?documentId=193115&data=0A45093532D69FB7BC907C4332E4BCCC&lang=bs;60468;193115
http://parlament.ba/olaw/OLawDetails?lawId=60468;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194828&data=AC58D613023285FEE25EDE30F7EA043E&lang=bs;60468;194828
http://parlament.ba/olaw/OLawDetails?lawId=60468;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194829&data=3AC9A183BAFE3EEC88329C1BC7ABF077&lang=bs;60468;194829
http://parlament.ba/olaw/OLawDetails?lawId=60468;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194830&data=CB828B72CB0E6AD61B7384969A603C4C&lang=bs;60468;194830
http://parlament.ba/olaw/OLawDetails?lawId=60444;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198491&data=E18AB411FB6486E7827591442458BC51&lang=bs;60444;198491
http://parlament.ba/olaw/OLawDetails?lawId=60444;http://parlament.ba/oLaw/GetOwisDocument/?documentId=202298&data=886FCDF72DCAC347B3A90F42F5E644F5&lang=bs;60444;202298
http://parlament.ba/olaw/OLawDetails?lawId=60444;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194821&data=95CBD32570B3127D75945EA1AD54BE44&lang=bs;60444;194821
http://parlament.ba/olaw/OLawDetails?lawId=60444;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200598&data=CE01616BFD4EC2E0E9BA718B7EB45E7B&lang=bs;60444;200598
http://parlament.ba/olaw/OLawDetails?lawId=59655;http://parlament.ba/oLaw/GetOwisDocument/?documentId=193121&data=E0B8243EF8B51ED931E698C78D196E84&lang=bs;59655;193121
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=190032&data=D96A8D01CC62DDFC94ACF809D58A8A3F&lang=bs;59652;190032
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=190033&data=50484A20E4DF4B8410DC3B21EC645E54&lang=bs;59652;190033
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189970&data=F69A0DABFE59504C4462FAF7907F0AAE&lang=bs;59652;189970
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189969&data=920D52BC16CFCC10103FF3461F0B10B3&lang=bs;59652;189969
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189929&data=1DD1C53DAAEBAE2A9C30DA715230FD66&lang=bs;59652;189929
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189930&data=D97DABBDFA94BD7D66D1FF68F435BE3E&lang=bs;59652;189930
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189944&data=4CB9FED0910A1E900EC93CE6648195ED&lang=bs;59652;189944
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189945&data=B67D051FD2E37AE18EB328E9360C9FBD&lang=bs;59652;189945
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189946&data=7432F3F82698F47F149E9A53A1D35DDC&lang=bs;59652;189946
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189947&data=4E3B399E806F4C52988F8122EC4C607E&lang=bs;59652;189947
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189948&data=A55C5256E1E7C60A6BDE660C1DA20BCC&lang=bs;59652;189948
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189934&data=07C6198694FAF574075834D3C11EC7FE&lang=bs;59652;189934
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189935&data=F810CD153C97ACB23FEA550F7E4ED8E5&lang=bs;59652;189935
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189936&data=A64A4D2447E12A2EF1946C425A9C9F1D&lang=bs;59652;189936
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189937&data=1CCD40FB94E482B9E74FFB074445FA4E&lang=bs;59652;189937
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189938&data=47BF2EF5B8957765946BD962E2D5ECCC&lang=bs;59652;189938
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189939&data=31D2CF2F7F64FC9E2F636A463FFDA9F1&lang=bs;59652;189939
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189940&data=0957A363C4FC84B0C7C26541F9B80072&lang=bs;59652;189940
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189941&data=B53FD9BC33E4322106FFAC1A021F8EE9&lang=bs;59652;189941
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189942&data=C337F2C1E8D9E255EBC3C28D49260C9F&lang=bs;59652;189942
http://parlament.ba/olaw/OLawDetails?lawId=59652;http://parlament.ba/oLaw/GetOwisDocument/?documentId=189943&data=014BCCE99570250AE4DE336B36A790E2&lang=bs;59652;189943
http://parlament.ba/olaw/OLawDetails?lawId=59548;http://parlament.ba/oLaw/GetOwisDocument/?documentId=186002&data=4B5F6B6E5022FB863EE99E346F8B553C&lang=bs;59548;186002
http://parlament.ba/olaw/OLawDetails?lawId=59548;http://parlament.ba/oLaw/GetOwisDocument/?documentId=186003&data=B83D46663673FDE544D2DD21D34556B4&lang=bs;59548;186003
http://parlament.ba/olaw/OLawDetails?lawId=59548;http://parlament.ba/oLaw/GetOwisDocument/?documentId=186004&data=D96D02166CE6F94E6E2EBD52079446D4&lang=bs;59548;186004
http://parlament.ba/olaw/OLawDetails?lawId=59548;http://parlament.ba/oLaw/GetOwisDocument/?documentId=186005&data=66D8BB530F6152A05618717868413EAF&lang=bs;59548;186005
http://parlament.ba/olaw/OLawDetails?lawId=59548;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188152&data=D4C52B1A024560600B5050BB754185DE&lang=bs;59548;188152
http://parlament.ba/olaw/OLawDetails?lawId=59548;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188155&data=1B527C310755E3F1CFFECCD985113DD8&lang=bs;59548;188155
http://parlament.ba/olaw/OLawDetails?lawId=59547;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185994&data=7A4D6AE36FDCAB60555E7960CF72EC55&lang=bs;59547;185994
http://parlament.ba/olaw/OLawDetails?lawId=59547;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185995&data=653AFB4950DA92AC75C7F753A240E6C2&lang=bs;59547;185995
http://parlament.ba/olaw/OLawDetails?lawId=59547;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185998&data=30C202A0B794505DE954054BC861DC43&lang=bs;59547;185998
http://parlament.ba/olaw/OLawDetails?lawId=59547;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185999&data=03F59C13867F43D620BEA8C5F95954CD&lang=bs;59547;185999
http://parlament.ba/olaw/OLawDetails?lawId=59547;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188144&data=FF12F9C498416712F795FE8C0F63DFEC&lang=bs;59547;188144
http://parlament.ba/olaw/OLawDetails?lawId=59547;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188145&data=3869B37265CE3BBA8BA17C9E9FB8B6CD&lang=bs;59547;188145
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185988&data=9387E86E89691C15AC6093A51A9FA864&lang=bs;59546;185988
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185989&data=1A6BD45CE65E581BE31A9EC16F2B0E5C&lang=bs;59546;185989
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185991&data=2B17E7CD443AC4B7AA8AAB1B66D8263F&lang=bs;59546;185991
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=185992&data=9929F4EA86182AC0AD71E1BDA29B5303&lang=bs;59546;185992
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188123&data=A09747779B9A163911D0D2EECBBFD788&lang=bs;59546;188123
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188127&data=4923D48594186737255353463E2E335E&lang=bs;59546;188127
http://parlament.ba/olaw/OLawDetails?lawId=59546;http://parlament.ba/oLaw/GetOwisDocument/?documentId=188128&data=03BE6BD7718C8E0EC1F6E7BFBC3B73D6&lang=bs;59546;188128
http://parlament.ba/olaw/OLawDetails?lawId=59478;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198489&data=EF93283664BA6A362D32B2F3DBB018E4&lang=bs;59478;198489
http://parlament.ba/olaw/OLawDetails?lawId=59478;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198490&data=B42824E94573F088FE853435FBEFE91F&lang=bs;59478;198490
http://parlament.ba/olaw/OLawDetails?lawId=59478;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191069&data=9F3AB0869F98256146EA2A93F3052057&lang=bs;59478;191069
http://parlament.ba/olaw/OLawDetails?lawId=59478;http://parlament.ba/oLaw/GetOwisDocument/?documentId=193119&data=33ED6BED3B60B8C8072629C73C388175&lang=bs;59478;193119
http://parlament.ba/olaw/OLawDetails?lawId=59384;http://parlament.ba/oLaw/GetOwisDocument/?documentId=198492&data=DBBA586DD5932563E25F83336F7504E1&lang=bs;59384;198492
http://parlament.ba/olaw/OLawDetails?lawId=59384;http://parlament.ba/oLaw/GetOwisDocument/?documentId=200620&data=C5AD5CDFE385D153F7A5DB44DF41F715&lang=bs;59384;200620
http://parlament.ba/olaw/OLawDetails?lawId=59384;http://parlament.ba/oLaw/GetOwisDocument/?documentId=202307&data=FF98B5F2151E6CECB6E1831745F2BEA4&lang=bs;59384;202307
http://parlament.ba/olaw/OLawDetails?lawId=59384;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191113&data=844EEA46AB08519CAB60EDBF1FC12B20&lang=bs;59384;191113
http://parlament.ba/olaw/OLawDetails?lawId=59384;http://parlament.ba/oLaw/GetOwisDocument/?documentId=193118&data=1AD50D1953EB76EAB0952098A1ABF76F&lang=bs;59384;193118
http://parlament.ba/olaw/OLawDetails?lawId=59384;http://parlament.ba/oLaw/GetOwisDocument/?documentId=194827&data=608A04CF4F1D4783F31FDCB37D4C8AE1&lang=bs;59384;194827
http://parlament.ba/olaw/OLawDetails?lawId=59383;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191111&data=5CB62D7774D64C65E06114075EB346E7&lang=bs;59383;191111
http://parlament.ba/olaw/OLawDetails?lawId=59175;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191107&data=D5EEBE2B72A390B960EB032E907EC902&lang=bs;59175;191107
http://parlament.ba/olaw/OLawDetails?lawId=59175;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191108&data=9F15E06F692C30F8D2B6B79FE0112110&lang=bs;59175;191108
http://parlament.ba/olaw/OLawDetails?lawId=59174;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191105&data=40A94244C807EA5DB0AAFAFB83938DED&lang=bs;59174;191105
http://parlament.ba/olaw/OLawDetails?lawId=59174;http://parlament.ba/oLaw/GetOwisDocument/?documentId=191106&data=BFD35D9AC6CCF705FE6CCA6B21C7C427&lang=bs;59174;191106
