"seq_page_links";"heading";"content";"house"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1692/17, od 12.7.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Predlagac u DNPSBiH";"Martin Raguz, Ljilja Zovko, Zdenka Dzambas, Barisa Colak, Mario Karamatic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Status u DNPSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Red. br. i datum sjednice - tacka dnevnog reda";"";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Konacni status u PSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Naziv dokumenta";"Prijedlog zakona o Javnom radiotelevizijskom sistemu Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Broj i datum Prijedloga zakona";"02-02-1-1692/17, od 12.7.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Predlagac";"Martin Raguz,Ljilja Zovko,Zdenka Dzambas,Barisa Colak,Mario Karamatic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Postupak u DNPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58138";"Nadlezna komisija";"Komisija za vanjsku i trgovinsku politiku, carine, saobracaj i komunikacije";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Naziv dokumenta";"Prijedlog zakona o izmjeni i dopuni Zakona o ministarstvima i drugim organima uprave Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Utvrden na sjednici predlagaca";"105. sjednica, odrzana 13.6.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1610/17, od 4.7.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-1610/17, od 4.7.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Red. br. i datum sjednice - tacka dnevnog reda";"33.,   8.11.2017. Ad. 2.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Red. br. i datum sjednice - tacka dnevnog reda";"52.,   20.9.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=58034";"Naziv objavljenog dokumenta";"Zakon o izmjeni i dopuni Zakona o ministarstvima i drugim organima uprave Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Naziv dokumenta";"Prijedlog zakona o dopunama Krivicnog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1503/17, od 15.6.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Predlagac u PDPSBiH";"Denis Becirovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Red. br. i datum sjednice - tacka dnevnog reda";"52.,   20.9.2017. Ad. 6.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Naziv dokumenta";"Prijedlog zakona o dopunama Krivicnog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Broj i datum Prijedloga zakona";"01-02-1-1503/17, od 15.6.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Predlagac";"Denis Becirovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57845";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Naziv dokumenta";"Prijedlog zakona o izmjenama Zakona o radu u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1378/17, od 28.7.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1378/17, od 31.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Predlagac u PDPSBiH";"Maja Gasal - Vrazalica";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Red. br. i datum sjednice - tacka dnevnog reda";"5.,   22.12.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Red. br. i datum sjednice - tacka dnevnog reda";"50.,   26.7.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Naziv objavljenog dokumenta";"Zakon o izmjenama Zakona o radu u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57622";"Broj i datum objavljenog dokumenta";"01,02-02-1-1378/17, od 22.12.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o drzavnoj sluzbi u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1377/17, od 19.9.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1377/17, od 31.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Predlagac u PDPSBiH";"Maja Gasal - Vrazalica";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Red. br. i datum sjednice - tacka dnevnog reda";"5.,   22.12.2017. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Red. br. i datum sjednice - tacka dnevnog reda";"51.,   7.9.2017.,  13.9.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Naziv objavljenog dokumenta";"Zakon o izmjeni Zakona o drzavnoj sluzbi u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57621";"Broj i datum objavljenog dokumenta";"01,02-02-1-1377/17, od 22.12.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Naziv dokumenta";"Prijedlog zakona o izmjenama Zakona o osnovama sigurnosti saobracaja na putevima u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1374/17, od 28.7.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1374/17, od 30.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Predlagac u DNPSBiH";"Predstavnicki dom";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Predlagac u PDPSBiH";"Momcilo Novakovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Red. br. i datum sjednice - tacka dnevnog reda";"5.,   22.12.2017. Ad. 7.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Red. br. i datum sjednice - tacka dnevnog reda";"56.,   31.1.2018. Ad. 11.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Naziv objavljenog dokumenta";"Zakon o izmjenama Zakona o osnovama sigurnosti saobracaja na putevima u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57614";"Broj i datum objavljenog dokumenta";"01,02-02-1-1374/17, od 31.1.2018.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Naziv dokumenta";"Prijedlog zakona o parlamentarnom nadzoru";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Utvrden na sjednici predlagaca";"5. sjednica, odrzana 4.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1348/17, od 26.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-1348/17, od 26.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Predlagac u DNPSBiH";"Ognjen Tadic, Safet Softic, Ljilja Zovko";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Predlagac u PDPSBiH";"Borislav Bojic, Salko Sokolovic, Predrag Kozul";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Red. br. i datum sjednice - tacka dnevnog reda";"37.,   21.3.2018.,  17.4.2018. Ad. 10.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Red. br. i datum sjednice - tacka dnevnog reda";"58.,   7.3.2018. Ad. 10.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57580";"Naziv objavljenog dokumenta";"Zakon o parlamentarnom nadzoru";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o administrativnim taksama";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Utvrden na sjednici predlagaca";"96. sjednica, odrzana 28.3.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-1185/17, od 9.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-1185/17, od 9.5.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Status u DNPSBiH";"Obustavljen zakonodavni postupak";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Red. br. i datum sjednice - tacka dnevnog reda";"49.,   5.7.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57344";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-1133/17, od 28.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1133/17, od 25.7.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Predlagac u DNPSBiH";"Martin Raguz, Ljilja Zovko, Zdenka Dzambas, Barisa Colak, Mario Karamatic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Predlagac u PDPSBiH";"Dom naroda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Red. br. i datum sjednice - tacka dnevnog reda";"31.,   19.7.2017. Ad. 2.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Red. br. i datum sjednice - tacka dnevnog reda";"55.,   21.12.2017.,  17.1.2018.,  31.1.2018. Ad. 2.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57270";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Naziv dokumenta";"Prijedlog zakona o dopuni Izbornog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-1074/17, od 21.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Predlagac u PDPSBiH";"Denis Becirovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Red. br. i datum sjednice - tacka dnevnog reda";"52.,   20.9.2017. Ad. 5.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Naziv dokumenta";"Prijedlog zakona o dopuni Izbornog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Broj i datum Prijedloga zakona";"01-02-1-1074/17, od 21.4.2017.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Predlagac";"Denis Becirovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57169";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Naziv dokumenta";"Prijedlog zakona o osiguranju depozita u bankama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-960/17, od 7.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-960/17, od 10.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Red. br. i datum sjednice - tacka dnevnog reda";"27.,   7.4.2017. Ad. 2.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Red. br. i datum sjednice - tacka dnevnog reda";"46.,   31.5.2017. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57010";"Naziv dokumenta";"Prijedlog zakona o osiguranju depozita u bankama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni racun i raspodjeli prihoda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-959/17, od 7.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-959/17, od 10.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Red. br. i datum sjednice - tacka dnevnog reda";"27.,   7.4.2017. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Red. br. i datum sjednice - tacka dnevnog reda";"45.,   10.5.2017. Ad. 7.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57009";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni racun i raspodjeli prihoda";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-958/17, od 7.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-958/17, od 10.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Red. br. i datum sjednice - tacka dnevnog reda";"27.,   7.4.2017. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Red. br. i datum sjednice - tacka dnevnog reda";"45.,   10.5.2017. Ad. 6.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57008";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o sistemu indirektnog oporezivanja u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-957/17, od 7.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-957/17, od 10.4.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Red. br. i datum sjednice - tacka dnevnog reda";"27.,   7.4.2017. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Status u PDPSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Red. br. i datum sjednice - tacka dnevnog reda";"45.,   10.5.2017. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Konacni status u PSBiH";"Odbijen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=57007";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-863/17, od 29.3.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-863/17, od 29.3.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Status u DNPSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Status u PDPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Konacni status u PSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56892";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o akcizama u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopuni Zakona o uplatama na jedinstveni racun i raspodjeli prihoda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-862/17, od 29.3.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-862/17, od 29.3.2017.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Status u DNPSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Status u PDPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Konacni status u PSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=56891";"Saziv";"VII. (2014. - 2018.)";"DP"
