"seq_page_links";"heading";"content";"house"
"http://parlament.ba/olaw/OLawDetails?lawId=51101";"Broj i datum objavljenog dokumenta";"01,02-02-1-29/15, od 30.12.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Naziv dokumenta";"Prijedlog zakona o Ustavnom sudu Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-28/15, od 17.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Predlagac u PDPSBiH";"Borislav Bojic, Mladen Bosic, Dusanka Majkic, Milica Markovic, Aleksandra Pandurevic, Lazar Prodanovic, Nikola Spiric, Stasa Kosarac, Miroslav Milovanovic, Ðordo Krcmar, Nenad Lalic, Jovan Vukovljak, Momcilo Novakovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Status u PDPSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 13.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Konacni status u PSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Naziv dokumenta";"Prijedlog zakona o Ustavnom sudu Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Broj i datum Prijedloga zakona";"01,02-02-1-28/15, od 17.12.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Predlagac";"Borislav Bojic, Mladen Bosic, Dusanka Majkic, Milica Markovic, Aleksandra Pandurevic, Lazar Prodanovic, Nikola Spiric, Stasa Kosarac, Miroslav Milovanovic, Ðordo Krcmar, Nenad Lalic, Jovan Vukovljak, Momcilo Novakovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51096";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Naziv dokumenta";"Prijedlog zakona o izmjeni Krivicnog zakona Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-27/15, od 17.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Predlagac u PDPSBiH";"Borislav Bojic, Mladen Bosic, Dusanka Majkic, Milica Markovic, Aleksandra Pandurevic, Lazar Prodanovic, Nikola Spiric, Stasa Kosarac, Miroslav Milovanovic, Ðordo Krcmar, Nenad Lalic, Jovan Vukovljak, Momcilo Novakovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Status u PDPSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 12.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Konacni status u PSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Naziv dokumenta";"Prijedlog zakona o izmjeni Krivicnog zakona Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Broj i datum Prijedloga zakona";"01,02-02-1-27/15, od 17.12.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Predlagac";"Borislav Bojic, Mladen Bosic, Dusanka Majkic, Milica Markovic, Aleksandra Pandurevic, Lazar Prodanovic, Nikola Spiric, Stasa Kosarac, Miroslav Milovanovic, Ðordo Krcmar, Nenad Lalic, Jovan Vukovljak, Momcilo Novakovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51095";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o sluzbi u Oruzanim snagama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Utvrden na sjednici predlagaca";"33. sjednica, odrzana 3.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-26/15, od 17.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-26/15, od 17.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   27.5.2016. Ad. 17.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Red. br. i datum sjednice - tacka dnevnog reda";"30.,   24.5.2016. Ad. 10.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51086";"Naziv objavljenog dokumenta";"Zakon o izmjenama i dopunama Zakona o sluzbi u Oruzanim snagama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Naziv dokumenta";"Prijedlog zakona o izmjeni i dopuni Zakona o ministarstvima i drugim organima uprave Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-25/15, od 10.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-25/15, od 10.12.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Red. br. i datum sjednice - tacka dnevnog reda";"15.,   2.3.2016. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Red. br. i datum sjednice - tacka dnevnog reda";"24.,   3.2.2016. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Naziv objavljenog dokumenta";"Zakon o izmjeni i dopuni Zakona o ministarstvima i drugim organima uprave Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=51063";"Broj i datum objavljenog dokumenta";"01,02-02-1-25/15, od 2.3.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Naziv dokumenta";"Prijedlog zakona o strajku zaposlenih u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-24/15, od 13.11.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-24/15, od 13.11.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   27.5.2016. Ad. 16.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Red. br. i datum sjednice - tacka dnevnog reda";"28.,   27.4.2016.,  11.5.2016. Ad. 21.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Naziv objavljenog dokumenta";"Zakon o strajku zaposlenih u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50866";"Broj i datum objavljenog dokumenta";"01,02-02-1-24/15, od 27.5.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o udruzenjima i fondacijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-20/15, od 6.10.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-20/15, od 6.10.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Status u DNPSBiH";"Povucen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Status u PDPSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Red. br. i datum sjednice - tacka dnevnog reda";"";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Konacni status u PSBiH";"Povucen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50508";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o udruzenjima i fondacijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Naziv dokumenta";"Prijedlog zakona o dopuni Zakona o jedinstvenom maticnom broju";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-19/15, od 5.10.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-19/15, od 15.10.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Predlagac u DNPSBiH";"Sredoje Novic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Predlagac u PDPSBiH";"Dom naroda";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Red. br. i datum sjednice - tacka dnevnog reda";"10.,   14.10.2015. Ad. 2.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   28.10.2015. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Naziv objavljenog dokumenta";"Zakon o dopuni Zakona o jedinstvenom maticnom broju";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50502";"Broj i datum objavljenog dokumenta";"01,02-02-1-19/15, od 28.10.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Naziv dokumenta";"Prijedlog zakona o konverziji kredita u svicarskim francima u konvertibilne marke";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-18-1/15, od 16.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Predlagac u DNPSBiH";"Mario Karamatic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Status u DNPSBiH";"Procedura";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Red. br. i datum sjednice - tacka dnevnog reda";"12.,   10.12.2015. Ad. 3.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Konacni status u PSBiH";"Procedura - nije preuzet";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Naziv dokumenta";"Prijedlog zakona o konverziji kredita u svicarskim francima u konvertibilne marke";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Broj i datum Prijedloga zakona";"02-02-1-18-1/15, od 16.9.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Predlagac";"Mario Karamatic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Postupak u DNPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50368";"Nadlezna komisija";"Komisija za finansije i budzet";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Naziv dokumenta";"Prijedlog zakona o strancima";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Utvrden na sjednici predlagaca";"16. sjednica, odrzana 23.7.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-17/15, od 11.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-17/15, od 11.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Red. br. i datum sjednice - tacka dnevnog reda";"11.,   10.11.2015. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   28.10.2015. Ad. 5.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50347";"Naziv objavljenog dokumenta";"Zakon o strancima";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Okvirnog zakona o osnovnom i srednjem obrazovanju u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-15/15, od 7.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Predlagac u PDPSBiH";"Nikola Lovrinovic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   28.10.2015. Ad. 6.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Okvirnog zakona o osnovnom i srednjem obrazovanju u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Broj i datum Prijedloga zakona";"01-02-1-15/15, od 7.9.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Predlagac";"Nikola Lovrinovic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50294";"Status i faza postupka";"Odbijen - PZ odbijen u prvom citanju - Dom je prihvatio negativno Misljenje UPK o usaglasenosti PZ sa Ustavom BiH";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o zastiti potrosaca u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Utvrden na sjednici predlagaca";"20. sjednica, odrzana 25.8.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-16/15, od 7.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-16/15, od 7.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Red. br. i datum sjednice - tacka dnevnog reda";"11.,   10.11.2015. Ad. 2.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Red. br. i datum sjednice - tacka dnevnog reda";"19.,   28.10.2015. Ad. 4.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50280";"Naziv objavljenog dokumenta";"Zakon o dopunama Zakona o zastiti potrosaca u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o placama i naknadama u institucijama Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Utvrden na sjednici predlagaca";"20. sjednica, odrzana 25.8.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-14/15, od 7.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-14/15, od 7.9.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Status u DNPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Red. br. i datum sjednice - tacka dnevnog reda";"9.,   17.9.2015. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Red. br. i datum sjednice - tacka dnevnog reda";"17.,   16.9.2015. Ad. 3.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50268";"Naziv objavljenog dokumenta";"Zakon o izmjeni Zakona o placama i naknadama u institucijama Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Naziv dokumenta";"Prijedlog zakona o azilu";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-12/15, od 6.8.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Broj i datum Prijedloga zakona u PDPSBiH";"01,02-02-1-12/15, od 6.8.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Predlagac u DNPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Predlagac u PDPSBiH";"Vijece ministara BiH";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Status u DNPSBiH";"Usvojen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Red. br. i datum sjednice - tacka dnevnog reda";"14.,   9.2.2016. Ad. 8.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Status u PDPSBiH";"Usvojen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Red. br. i datum sjednice - tacka dnevnog reda";"24.,   3.2.2016. Ad. 11.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Konacni status u PSBiH";"Donesen i objavljen";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Naziv objavljenog dokumenta";"Zakon o azilu";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=50082";"Broj i datum objavljenog dokumenta";"01,02-02-1-12/15, od 9.2.2016.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o sportu u Bosni i Hercegovini";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Broj i datum Prijedloga zakona u PDPSBiH";"01-02-1-11/15, od 30.7.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Predlagac u PDPSBiH";"Maja Gasal - Vrazalica";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Status u PDPSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Red. br. i datum sjednice - tacka dnevnog reda";"18.,   7.10.2015. Ad. 6.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Konacni status u PSBiH";"Odbijen";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Naziv dokumenta";"Prijedlog zakona o izmjenama i dopunama Zakona o sportu u Bosni i Hercegovini";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Broj i datum Prijedloga zakona";"01-02-1-11/15, od 30.7.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Predlagac";"Maja Gasal - Vrazalica";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Postupak u PDPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17750";"Nadlezna komisija";"Ustavnopravna komisija";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o policijskim sluzbenicima Bosne i Hercegovine";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Broj i datum Prijedloga zakona u DNPSBiH";"02-02-1-10/15, od 28.7.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Predlagac u DNPSBiH";"Darko Babalj, Ognjen Tadic";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Status u DNPSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Red. br. i datum sjednice - tacka dnevnog reda";"12.,   10.12.2015. Ad. 4.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Konacni status u PSBiH";"Obustavljen zakonodavni postupak";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Saziv";"VII. (2014. - 2018.)";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Naziv dokumenta";"Prijedlog zakona o izmjeni Zakona o policijskim sluzbenicima Bosne i Hercegovine";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Broj i datum Prijedloga zakona";"02-02-1-10/15, od 28.7.2015.";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Predlagac";"Darko Babalj,Ognjen Tadic";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Postupak u DNPSBiH";"Redovni";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17735";"Nadlezna komisija";"Zajednicka komisija za odbranu i sigurnost BiH";"DP"
"http://parlament.ba/olaw/OLawDetails?lawId=17450";"Naziv dokumenta";"Prijedlog zakona o dopunama Zakona o prekrsajima";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17450";"Saziv";"VII. (2014. - 2018.)";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17450";"Utvrden na sjednici predlagaca";"11. sjednica, odrzana 17.6.2015.";"PS"
"http://parlament.ba/olaw/OLawDetails?lawId=17450";"Broj i datum Prijedloga zakona u DNPSBiH";"01,02-02-1-9/15, od 2.7.2015.";"PS"
