link;raw_text;pages
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_11987-record_id_103579.pdf;"Rezultati glasanja
Sjednica: Nastavak 36. sjednice Doma naroda Parlamentarne skupstine Bosne i
Hercegovine
Datum odrzavanja: 2014-03-12 14:51
Nacin glasanja: otvoreno
Redni broj: Tacka 8
Glasanje o: Misljenju Ustavnopravne komisije Doma naroda
Tip glasanje: Prvi krug
Prisutno 12
Ukupno 12
ZA 6
PROTIV 3
SUZDRZAN 3
Sulejman Tihic Delegat FBiH Nije prisutan
Halid Genjac Delegat FBiH ZA
Nermina Kapetanovic Delegat FBiH ZA
Hasan Becirovic Delegat FBiH Nije prisutan
Mehmed Bradaric Delegat FBiH PROTIV
Dragan Covic Delegat FBiH SUZDRZAN
Martin Raguz Delegat FBiH Nije prisutan
Stjepan Kresic Delegat FBiH PROTIV
Krunoslav Vrdoljak Delegat FBiH PROTIV
Borjana Kristo Delegat FBiH SUZDRZAN
Ognjen Tadic Delegat RS ZA
Dragutin Rodic Delegat RS ZA
Mladen Ivanic Delegat RS SUZDRZAN
Krstan Simic Delegat RS ZA
Stasa Kosarac Delegat RS ZA
| _ZA_—\9 PROTIV_| SUZDRZAN | NIJE PRISUTAN | UKUPNO__—_
FBIH 2 BO 2 BO
KORI II II I I PT
UKUPNOJ 6 | 3 3 30000 5
";1
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_11987-record_id_103587.pdf;"Nastavak 49. sjednice Predstavnickog doma Parlamentarne skupstine BiH
- 8. juli 2013. -
CDS200 Ukupni rezultati glasa 07/08/2013 19:47
Glasanje br: 3461
Nacin glasanja: otvoreno
Zahtjev poslanice Nermine Zaimovic-Uzunovic za razmatranje Prijedloga zakona o
Tacka dnevnog reda: izmjenama i dopunama Zakona o zastiti i dobrobiti zivotinja po hitnom postupku,
u skladu s clanom 127. Poslovnika
Redni broj: 5
Glasanje o: skracenoj proceduri u skladu sa clanom 126. Poslovnika
Tip glasanja:
Prisutno 40
Ukupno 37
ZA 14
SUZDRZAN 4
PROTIV 19
4 Denis Becirovic 4: PH Delegate FBiH ZA
5 Milorad Zivkovic 5: PH Delegate RS SUZDRZAN
6 Bozo Ljubic 4: PH Delegate FBiH SUZDRZAN
19 Sasa Magazinovic 4: PH Delegate FBiH ZA
20 Anto Domazet 4: PH Delegate FBiH ZA
21 Mirza Kusljugic 4: PH Delegate FBiH ZA
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH ZA
25 Danijela Martinovic 4: PH Delegate FBiH ZA
26 Slavko Jovicic 5: PH Delegate RS PROTIV
27 Drago Kalabic 5: PH Delegate RS PROTIV
29 Asim Sarajlic 4: PH Delegate FBiH ZA
30 Semsudin Mehmedovic 4: PH Delegate FBiH PROTIV
31 Sefik Dzaferovic 4: PH Delegate FBiH ZA
32 Salko Sokolovic 4: PH Delegate FBiH PROTIV
33 Petar Kunic 5: PH Delegate RS PROTIV
34 Sasa Bursac 5: PH Delegate RS PROTIV
35 Bosko Tomic 5: PH Delegate RS PROTIV
36 Lazar Prodanovic 5: PH Delegate RS Nije prisutan
37 Milica Markovic 5: PH Delegate RS PROTIV
38 Dusanka Majkic 5: PH Delegate RS PROTIV
39 Amir Fazlic 4: PH Delegate FBiH PROTIV
, 40 Zijad Jagodic 4: PH Delegate FBiH PROTIV
41 Senad Sepic 4: PH Delegate FBiH PROTIV
42 Mato Franjicevic 4: PH Delegate FBiH SUZDRZAN
43 Niko Lozancic 4: PH Delegate FBiH Nije glasao
44 Dragan Vrankic 4: PH Delegate FBiH SUZDRZAN
45 Aleksandra Pandurevic 5: PH Delegate RS PROTIV
46 Mladen Bosic 5: PH Delegate RS PROTIV
47 Borislav Bojic 5: PH Delegate RS PROTIV
48 Darko Babalj 5: PH Delegate RS PROTIV
49 Adnan Basic 4: PH Delegate FBiH Nije glasao
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH ZA
52 Emir Kabil 4: PH Delegate FBiH ZA
53 Zvonko Jurisic 4: PH Delegate FBiH PROTIV
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH ZA
55 Nermin Puric 4: PH Delegate FBiH Nije glasao
56 Vesna Krstovic-Spremo 5: PH Delegate RS Nije prisutan
57 Azra Hadziahmetovic 4: PH Delegate FBiH PROTIV
58 Beriz Belkic 4: PH Delegate FBiH PROTIV
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
{| _ZA__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO__—_
FB MB BO BO 0 |B
KA I EI I II IP PTT
UKUPNO | 14 | 19 A Bod 2 | PO
20
18 ——————
16 _———VVVVVVVVVVVVVVVVVVOVOVOVOVOVVVVVOOOOOOOOOOO
14 om ——————————————
12 —— — OG
10 + ee MRS
8 —— —A——A— OVO MFBIH
6 —— LS
4 SA — in
2 ; |; | | |. NAM
0
ZA PROTIV SUZDRZAN NIJE GLASAO NIJE PRISUTAN
";2
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_11987-record_id_103608.pdf;"51. sjednica Predstavnickog doma Parlamentarne skupstine BiH
- 25. juli 2013. -
CDS200 Ukupni rezultati glasa 25/7/2013 14:51
Glasanje br: 3554
Nacin glasanja: otvoreno
o Prijedlog zakona o izmjenama i dopunama Zakona o zastiti i dobrobiti zivotinja,
Tacka dnevnog reda: y . . . .; .;
predlagac: poslanica Nermina Zaimovic-Uzunovic
Redni broj: 5
Glasanje o: Prijedlogu zakljucka poslanika Lazara Prodanovica
Tip glasanja:
Prisutno 37
Ukupno 34
ZA 24
SUZDRZAN 2
PROTIV 8
4 Denis Becirovic 4: PH Delegate FBiH PROTIV
5 Milorad Zivkovic 5: PH Delegate RS Nije prisutan
6 Bozo Ljubic 4: PH Delegate FBiH Nije prisutan
19 Sasa Magazinovic 4: PH Delegate FBiH PROTIV
20 Anto Domazet 4: PH Delegate FBiH PROTIV
21 Mirza Kusljugic 4: PH Delegate FBiH ZA
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH Nije glasao
25 Danijela Martinovic 4: PH Delegate FBiH Nije prisutan
26 Slavko Jovicic 5: PH Delegate RS ZA
27 Drago Kalabic 5: PH Delegate RS ZA
29 Asim Sarajlic 4: PH Delegate FBiH ZA
30 Semsudin Mehmedovic 4: PH Delegate FBiH Nije glasao
31 Sefik Dzaferovic 4: PH Delegate FBiH ZA
32 Salko Sokolovic 4: PH Delegate FBiH Nije prisutan
33 Petar Kunic 5: PH Delegate RS PROTIV
34 Sasa Bursac 5: PH Delegate RS ZA
35 Bosko Tomic 5: PH Delegate RS ZA
36 Lazar Prodanovic 5: PH Delegate RS ZA
37 Milica Markovic 5: PH Delegate RS ZA
38 Dusanka Majkic 5: PH Delegate RS Nije glasao
39 Amir Fazlic 4: PH Delegate FBiH ZA
40 Zijad Jagodic 4: PH Delegate FBiH ZA
, 41 Senad Sepic 4: PH Delegate FBiH ZA
42 Mato Franjicevic 4: PH Delegate FBiH ZA
43 Niko Lozancic 4: PH Delegate FBiH ZA
44 Dragan Vrankic 4: PH Delegate FBiH ZA
45 Aleksandra Pandurevic 5: PH Delegate RS PROTIV
46 Mladen Bosic 5: PH Delegate RS PROTIV
47 Borislav Bojic 5: PH Delegate RS PROTIV
48 Darko Babalj 5: PH Delegate RS PROTIV
49 Adnan Basic 4: PH Delegate FBiH ZA
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH ZA
52 Emir Kabil 4: PH Delegate FBiH ZA
53 Zvonko Jurisic 4: PH Delegate FBiH ZA
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH ZA
55 Nermin Puric 4: PH Delegate FBiH Nije prisutan
56 Vesna Krstovic-Spremo 5: PH Delegate RS ZA
57 Azra Hadziahmetovic 4: PH Delegate FBiH SUZDRZAN
58 Beriz Belkic 4: PH Delegate FBiH SUZDRZAN
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
| za__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO___|
FBIH | IZ B2 2 | a
KI IZ I TI I I I IT TI
UKUPNO | 24 | Bo 2 | Bo 5 PO
30
25
20 — OVO
15 \ ——_—————— RS
m FBiH
10 — OVO
5 i + PO —
0
ZA PROTIV SUZDRZAN NIJE GLASAO NIJE PRISUTAN
";2
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_11987-record_id_103614.pdf;"Nastavak 55. sjednice Predstavnickog doma Parlamentarne skupstine BiH
- 28. oktobar 2013. -
CDS200 Ukupni rezultati glasa 28/10/2013 17:38
Glasanje br: 3687
Nacin glasanja: otvoreno
o Prijedlog zakona o izmjenama i dopunama Zakona o zastiti i dobrobiti zivotinja,
Tacka dnevnog reda: y . . . .; .;
predlagac: poslanica Nermina Zaimovic-Uzunovic
Redni broj: 9
Glasanje o: Prijedlogu zakona, prvo citanje
Tip glasanja:
Prisutno 33
Ukupno 31
ZA 19
SUZDRZAN 0
PROTIV 12
4 Denis Becirovic 4: PH Delegate FBiH ZA
5 Milorad Zivkovic 5: PH Delegate RS ZA
6 Bozo Ljubic 4: PH Delegate FBiH Nije prisutan
19 Sasa Magazinovic 4: PH Delegate FBiH Nije prisutan
20 Anto Domazet 4: PH Delegate FBiH ZA
21 Mirza Kusljugic 4: PH Delegate FBiH ZA
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH ZA
25 Danijela Martinovic 4: PH Delegate FBiH Nije prisutan
26 Slavko Jovicic 5: PH Delegate RS ZA
27 Drago Kalabic 5: PH Delegate RS ZA
29 Asim Sarajlic 4: PH Delegate FBiH ZA
30 Semsudin Mehmedovic 4: PH Delegate FBiH ZA
31 Sefik Dzaferovic 4: PH Delegate FBiH ZA
32 Salko Sokolovic 4: PH Delegate FBiH ZA
33 Petar Kunic 5: PH Delegate RS ZA
34 Sasa Bursac 5: PH Delegate RS ZA
35 Bosko Tomic 5: PH Delegate RS ZA
36 Lazar Prodanovic 5: PH Delegate RS PROTIV
37 Milica Markovic 5: PH Delegate RS PROTIV
38 Dusanka Majkic 5: PH Delegate RS PROTIV
39 Amir Fazlic 4: PH Delegate FBiH Nije prisutan
40 Zijad Jagodic 4: PH Delegate FBiH ZA
41 Senad Sepic 4: PH Delegate FBiH ZA
, 42 Mato Franjicevic 4: PH Delegate FBiH PROTIV
43 Niko Lozancic 4: PH Delegate FBiH PROTIV
44 Dragan Vrankic 4: PH Delegate FBiH PROTIV
45 Aleksandra Pandurevic 5: PH Delegate RS Nije prisutan
46 Mladen Bosic 5: PH Delegate RS PROTIV
47 Borislav Bojic 5: PH Delegate RS PROTIV
48 Darko Babalj 5: PH Delegate RS PROTIV
49 Adnan Basic 4: PH Delegate FBiH PROTIV
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH Nije prisutan
52 Emir Kabil 4: PH Delegate FBiH PROTIV
53 Zvonko Jurisic 4: PH Delegate FBiH Nije glasao
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH Nije prisutan
55 Nermin Puric 4: PH Delegate FBiH Nije glasao
56 Vesna Krstovic-Spremo 5: PH Delegate RS Nije prisutan
57 Azra Hadziahmetovic 4: PH Delegate FBiH Nije prisutan
58 Beriz Belkic 4: PH Delegate FBiH PROTIV
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
| za__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO___|
FBIH |B 6 0 | 2 | TOO EB
KA II II I I PI IT TI
UKUPNO |=19 20 dP 2 9 PD
20
18 —————
16 _—— — — OOOOOOOOOOOOOGOGOG5G5353DGD
14 | ——————
12 —— — — — — ———OOOOOOOOOOOGOG535DD
10 —— ——————————— MRS
8 —— ——OOOO = FBiH
6 —— U Ud _—
4 ———— | |
2 ;  —nn—w— ———————1 |;
0
ZA PROTIV SUZDRZAN = NIJE GLASAO NIJE PRISUTAN
";2
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_11987-record_id_103628.pdf;"57. sjednica Predstavnickog doma Parlamentarne skupstine BiH
- 20. novembar 2013. -
CDS200 Ukupni rezultati glasa 11/20/2013 21:36
Glasanje br: 3744
Nacin glasanja: otvoreno
o Prijedlog zakona o izmjenama i dopunama Zakona o zastiti i dobrobiti zivotinja,
Tacka dnevnog reda: y . . . .; .;
predlagac: poslanica Nermina Zaimovic-Uzunovic
Redni broj: 4
Glasanje o: Prijedlogu zakona, drugo citanje
Tip glasanja:
Prisutno 41
Ukupno 41
ZA 22
SUZDRZAN 0
PROTIV 19
4 Denis Becirovic 4: PH Delegate FBiH ZA
5 Milorad Zivkovic 5: PH Delegate RS PROTIV
6 Bozo Ljubic 4: PH Delegate FBiH ZA
19 Sasa Magazinovic 4: PH Delegate FBiH ZA
20 Anto Domazet 4: PH Delegate FBiH ZA
21 Mirza Kusljugic 4: PH Delegate FBiH ZA
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH ZA
25 Danijela Martinovic 4: PH Delegate FBiH ZA
26 Slavko Jovicic 5: PH Delegate RS PROTIV
27 Drago Kalabic 5: PH Delegate RS PROTIV
29 Asim Sarajlic 4: PH Delegate FBiH ZA
30 Semsudin Mehmedovic 4: PH Delegate FBiH ZA
31 Sefik Dzaferovic 4: PH Delegate FBiH ZA
32 Salko Sokolovic 4: PH Delegate FBiH ZA
33 Petar Kunic 5: PH Delegate RS ZA
34 Sasa Bursac 5: PH Delegate RS ZA
35 Bosko Tomic 5: PH Delegate RS PROTIV
36 Lazar Prodanovic 5: PH Delegate RS PROTIV
37 Milica Markovic 5: PH Delegate RS PROTIV
38 Dusanka Majkic 5: PH Delegate RS PROTIV
39 Amir Fazlic 4: PH Delegate FBiH ZA
40 Zijad Jagodic 4: PH Delegate FBiH ZA
, 41 Senad Sepic 4: PH Delegate FBiH ZA
42 Mato Franjicevic 4: PH Delegate FBiH PROTIV
43 Niko Lozancic 4: PH Delegate FBiH PROTIV
44 Dragan Vrankic 4: PH Delegate FBiH PROTIV
45 Aleksandra Pandurevic 5: PH Delegate RS PROTIV
46 Mladen Bosic 5: PH Delegate RS PROTIV
47 Borislav Bojic 5: PH Delegate RS PROTIV
48 Darko Babalj 5: PH Delegate RS PROTIV
49 Adnan Basic 4: PH Delegate FBiH ZA
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH ZA
52 Emir Kabil 4: PH Delegate FBiH PROTIV
53 Zvonko Jurisic 4: PH Delegate FBiH PROTIV
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH ZA
55 Nermin Puric 4: PH Delegate FBiH Nije prisutan
56 Vesna Krstovic-Spremo 5: PH Delegate RS PROTIV
57 Azra Hadziahmetovic 4: PH Delegate FBiH PROTIV
58 Beriz Belkic 4: PH Delegate FBiH PROTIV
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
| za__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO___|
FB | 20 TO 0 | dd BO
KI I II EI I II I IT TI
UKUPNO | 22 | 190 | 0 dd PO
25
GL B= ====—=—=—=0—
15 —— _— ———————VVVVVVVVVVVVVVVOVVOOOOOOOOOOO
m RS
10 — —AOVVVVV— MEBiH
5 KRRNIE |
0
ZA PROTIV SUZDRZAN NIJE GLASAO NIJE PRISUTAN
";2
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_11987-record_id_103635.pdf;"58. sjednica Predstavnickog doma Parlamentarne skupstine BiH
- 5. decembar 2013. -
CDS200 Ukupni rezultati glasa 12/05/2013 20:52
Glasanje br: 3778
Nacin glasanja: otvoreno
Izvjestaj komisije Kolegija o nastojanju za postizanje saglasnosti o Prijedlogu
Tacka dnevnog reda: zakona o izmjenama i dopunama Zakona o zastiti i dobrobiti zivotinja, predlagac:
poslanica Nermina Zaimovic - Uzunovic
Redni broj: 3
Glasanje o: Prijedlogu zakona, drugo citanje (drugi krug)
Tip glasanja:
Prisutno 41
Ukupno 41
ZA 20
SUZDRZAN 7
PROTIV 14
4 Denis Becirovic 4: PH Delegate FBiH ZA
5 Milorad Zivkovic 5: PH Delegate RS PROTIV
6 Bozo Ljubic 4: PH Delegate FBiH Nije prisutan
19 Sasa Magazinovic 4: PH Delegate FBiH ZA
20 Anto Domazet 4: PH Delegate FBiH ZA
21 Mirza Kusljugic 4: PH Delegate FBiH ZA
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH ZA
25 Danijela Martinovic 4: PH Delegate FBiH ZA
26 Slavko Jovicic 5: PH Delegate RS PROTIV
27 Drago Kalabic 5: PH Delegate RS PROTIV
29 Asim Sarajlic 4: PH Delegate FBiH ZA
30 Semsudin Mehmedovic 4: PH Delegate FBiH ZA
31 Sefik Dzaferovic 4: PH Delegate FBiH ZA
32 Salko Sokolovic 4: PH Delegate FBiH ZA
33 Petar Kunic 5: PH Delegate RS ZA
34 Sasa Bursac 5: PH Delegate RS ZA
35 Bosko Tomic 5: PH Delegate RS PROTIV
36 Lazar Prodanovic 5: PH Delegate RS PROTIV
37 Milica Markovic 5: PH Delegate RS PROTIV
38 Dusanka Majkic 5: PH Delegate RS PROTIV
39 Amir Fazlic 4: PH Delegate FBiH ZA
, 40 Zijad Jagodic 4: PH Delegate FBiH ZA
41 Senad Sepic 4: PH Delegate FBiH ZA
42 Mato Franjicevic 4: PH Delegate FBiH PROTIV
43 Niko Lozancic 4: PH Delegate FBiH PROTIV
44 Dragan Vrankic 4: PH Delegate FBiH PROTIV
45 Aleksandra Pandurevic 5: PH Delegate RS SUZDRZAN
46 Mladen Bosic 5: PH Delegate RS SUZDRZAN
47 Borislav Bojic 5: PH Delegate RS SUZDRZAN
48 Darko Babalj 5: PH Delegate RS SUZDRZAN
49 Adnan Basic 4: PH Delegate FBiH SUZDRZAN
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH ZA
52 Emir Kabil 4: PH Delegate FBiH PROTIV
53 Zvonko Jurisic 4: PH Delegate FBiH PROTIV
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH ZA
55 Nermin Puric 4: PH Delegate FBiH SUZDRZAN
56 Vesna Krstovic-Spremo 5: PH Delegate RS SUZDRZAN
57 Azra Hadziahmetovic 4: PH Delegate FBiH PROTIV
58 Beriz Belkic 4: PH Delegate FBiH PROTIV
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
{| _ZA__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO__—_
FB 8 PT 2 0 | dd BO
RS dT S 0 0 | da
UKUPNO | 20 |A Td 0 dP dd PO
25
20 ——————————————————VVVVVVVVVVVVVVVVVVVVVVOVOVVOVOVOVVVOOOOOOOOOOO
15 _— — —————— = VVVVVVVVVVVVVVVVVVOVOVOVOVVVVVOOOOOOO
RS
10 — ——A— o MEBiH
5 i + Ld Bo
0
ZA PROTIV SUZDRZAN NIJE GLASAO NIJE PRISUTAN
";2
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_12303-record_id_103330.pdf;"50. sjednica Predstavnickog doma Parlamentarne skupstine BiH
- 18. juli 2013. -
CDS200 Ukupni rezultati glasa 18/7/2013 12:55
Glasanje br: 3498
Nacin glasanja: otvoreno
Zahtjev Vijeca ministara BiH za razmatranje Prijedloga zakona o izmjenama i
Tacka dnevnog reda: dopunama Zakona o prebivalistu i boravistu drzavljana Bosne i Hercegovine po
hitnom postupku, u skladu sa clanom 127. Poslovnika
Redni broj: 5
Glasanje o: zahtjevu za hitni postupak
Tip glasanja:
Prisutno 40
Ukupno 37
ZA 30
SUZDRZAN 1
PROTIV 6
4 Denis Becirovic 4: PH Delegate FBiH ZA
5 Milorad Zivkovic 5: PH Delegate RS ZA
6 Bozo Ljubic 4: PH Delegate FBiH ZA
19 Sasa Magazinovic 4: PH Delegate FBiH ZA
20 Anto Domazet 4: PH Delegate FBiH ZA
21 Mirza Kusljugic 4: PH Delegate FBiH Nije prisutan
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH ZA
25 Danijela Martinovic 4: PH Delegate FBiH ZA
26 Slavko Jovicic 5: PH Delegate RS ZA
27 Drago Kalabic 5: PH Delegate RS ZA
29 Asim Sarajlic 4: PH Delegate FBiH PROTIV
30 Semsudin Mehmedovic 4: PH Delegate FBiH PROTIV
31 Sefik Dzaferovic 4: PH Delegate FBiH PROTIV
32 Salko Sokolovic 4: PH Delegate FBiH PROTIV
33 Petar Kunic 5: PH Delegate RS ZA
34 Sasa Bursac 5: PH Delegate RS ZA
35 Bosko Tomic 5: PH Delegate RS ZA
36 Lazar Prodanovic 5: PH Delegate RS ZA
37 Milica Markovic 5: PH Delegate RS ZA
38 Dusanka Majkic 5: PH Delegate RS ZA
, 39 Amir Fazlic 4: PH Delegate FBiH Nije glasao
40 Zijad Jagodic 4: PH Delegate FBiH PROTIV
41 Senad Sepic 4: PH Delegate FBiH Nije prisutan
42 Mato Franjicevic 4: PH Delegate FBiH ZA
43 Niko Lozancic 4: PH Delegate FBiH ZA
44 Dragan Vrankic 4: PH Delegate FBiH ZA
45 Aleksandra Pandurevic 5: PH Delegate RS ZA
46 Mladen Bosic 5: PH Delegate RS ZA
47 Borislav Bojic 5: PH Delegate RS Nije glasao
48 Darko Babalj 5: PH Delegate RS ZA
49 Adnan Basic 4: PH Delegate FBiH ZA
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH ZA
52 Emir Kabil 4: PH Delegate FBiH ZA
53 Zvonko Jurisic 4: PH Delegate FBiH ZA
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH SUZDRZAN
55 Nermin Puric 4: PH Delegate FBiH ZA
56 Vesna Krstovic-Spremo 5: PH Delegate RS ZA
57 Azra Hadziahmetovic 4: PH Delegate FBiH Nije glasao
58 Beriz Belkic 4: PH Delegate FBiH PROTIV
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
{| _ZA__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO__—_
FB 176 | 1 | 2 O 20 | PB
KA EI II II I I PT
UKUPNO | 30 | 6 1 1 BO 2 | PO
35
30 —————— — — — —  OOOOOOOOOOOGOGOGOGOGOG5353|3G5E
25 — OVO
20 — OVO
RS
15 O TM PBiH
10 — OVO
5 KRRNIE |
0
ZA PROTIV SUZDRZAN NIJE GLASAO NIJE PRISUTAN
";2
C:/Users/Roland/Google Drive/Events - Projects/R-Projects/Bosnia_MP_voting_behavior/data/voting_records/law_id_12303-record_id_103334.pdf;"50. sjednica Predstavnickog doma Parlamentarne skupstine BiH
- 18. juli 2013. -
CDS200 Ukupni rezultati glasa 18/7/2013 13:39
Glasanje br: 3499
Nacin glasanja: otvoreno
Zahtjev Vijeca ministara BiH za razmatranje Prijedloga zakona o izmjenama i
Tacka dnevnog reda: dopunama Zakona o prebivalistu i boravistu drzavljana Bosne i Hercegovine po
hitnom postupku, u skladu sa clanom 127. Poslovnika
Redni broj: 5
Glasanje o: Prijedlogu zakona
Tip glasanja:
Prisutno 40
Ukupno 38
ZA 28
SUZDRZAN 2
PROTIV 8
4 Denis Becirovic 4: PH Delegate FBiH ZA
5 Milorad Zivkovic 5: PH Delegate RS ZA
6 Bozo Ljubic 4: PH Delegate FBiH ZA
19 Sasa Magazinovic 4: PH Delegate FBiH ZA
20 Anto Domazet 4: PH Delegate FBiH ZA
21 Mirza Kusljugic 4: PH Delegate FBiH Nije prisutan
22 Mirsad Mesic 4: PH Delegate FBiH ZA
23 Nermina Zaimovic-Uzunovic 4: PH Delegate FBiH ZA
24 Nermina Cemalovic 4: PH Delegate FBiH ZA
25 Danijela Martinovic 4: PH Delegate FBiH ZA
26 Slavko Jovicic 5: PH Delegate RS ZA
27 Drago Kalabic 5: PH Delegate RS ZA
29 Asim Sarajlic 4: PH Delegate FBiH PROTIV
30 Semsudin Mehmedovic 4: PH Delegate FBiH PROTIV
31 Sefik Dzaferovic 4: PH Delegate FBiH PROTIV
32 Salko Sokolovic 4: PH Delegate FBiH PROTIV
33 Petar Kunic 5: PH Delegate RS ZA
34 Sasa Bursac 5: PH Delegate RS ZA
35 Bosko Tomic 5: PH Delegate RS ZA
36 Lazar Prodanovic 5: PH Delegate RS ZA
37 Milica Markovic 5: PH Delegate RS ZA
38 Dusanka Majkic 5: PH Delegate RS Nije glasao
, 39 Amir Fazlic 4: PH Delegate FBiH PROTIV
40 Zijad Jagodic 4: PH Delegate FBiH PROTIV
41 Senad Sepic 4: PH Delegate FBiH Nije prisutan
42 Mato Franjicevic 4: PH Delegate FBiH ZA
43 Niko Lozancic 4: PH Delegate FBiH ZA
44 Dragan Vrankic 4: PH Delegate FBiH ZA
45 Aleksandra Pandurevic 5: PH Delegate RS ZA
46 Mladen Bosic 5: PH Delegate RS ZA
47 Borislav Bojic 5: PH Delegate RS ZA
48 Darko Babalj 5: PH Delegate RS Nije glasao
49 Adnan Basic 4: PH Delegate FBiH ZA
50 Mirsad Dugum 4: PH Delegate FBiH ZA
51 Ismeta Dervoz 4: PH Delegate FBiH ZA
52 Emir Kabil 4: PH Delegate FBiH ZA
53 Zvonko Jurisic 4: PH Delegate FBiH SUZDRZAN
54 Mladen Ivankovic-Lijanovic 4: PH Delegate FBiH SUZDRZAN
55 Nermin Puric 4: PH Delegate FBiH ZA
56 Vesna Krstovic-Spremo 5: PH Delegate RS ZA
57 Azra Hadziahmetovic 4: PH Delegate FBiH PROTIV
58 Beriz Belkic 4: PH Delegate FBiH PROTIV
99 Govornica 2: NH Croation FBiH Nije dozvoljeno
Kraj liste
| za__\| PROTIV _| SUZDRZAN | NIJE GLASAO_| NIJE PRISUTAN | _UKUPNO___|
FBIH {16 BO 2 | 0 | 20 PB
RS PRO 0 2 0 | ma
UKUPNO | 28 | Bo 2 | 2 20 PD
30
25 — OVO
20 — OVO
15 a RS
m FBiH
10 — OVO
5 i + Pi —_
0
ZA PROTIV SUZDRZAN NIJE GLASAO NIJE PRISUTAN
";2
